origin,Ship,class,names,ages,date_DISEMBARKED,gender,race,occupation,destination,deck
Liverpool,Carpathia,Second,"Isaiah, Banh",4,1912-04-19,Male,Other,Blacksmith,New York,4
Southampton,Britannic,First,"Wajeeb, Al-amer",40,1912-04-19,Female,Other,Carpenter,New York,1
Liverpool,Lusitania,Second,"Razeena, El-zadeh",14,1912-04-16,Female,White,Merchant,New York,1
Southampton,Britannic,Second,"Jade, Anderson",68,1912-04-16,Male,Hispanic,Shoemaker,New York,5
Southampton,Olympic,Second,"Noel, Ruiz",20,1912-04-18,Male,White,Farmer,New York,2
Liverpool,Baltic,Second,"Jevonna, Allen",6,1912-04-20,Female,White,Merchant,New York,1
Liverpool,Carpathia,First,"Mahbooba, Al-sattar",4,1912-04-15,Female,Other,Carpenter,New York,5
Liverpool,Mauretania,Second,"Kelby, Goldstein",60,1912-04-20,Female,White,Tailor,New York,2
Liverpool,Carpathia,Second,"Kyrstye, Morgan",3,1912-04-20,Male,Other,Blacksmith,New York,2
Liverpool,Mauretania,Second,"Cherokee, Deere",21,1912-04-16,Female,Asian,Baker,New York,3
Liverpool,Celtic,Third,"Deisey, Kumagai",58,1912-04-19,Male,Asian,None,Cherbourg,1
Liverpool,Lusitania,First,"Octavia, Glenn-bracey",98,1912-04-16,Female,Hispanic,Blacksmith,New York,4
Liverpool,Adriatic,Second,"Steffi, Rios-pacheco",93,1912-04-20,Male,White,Baker,New York,3
Liverpool,Mauretania,First,"Jared, Resendez",4,1912-04-16,Male,White,Merchant,New York,2
Liverpool,Adriatic,Second,"Salvador, Marrufo",23,1912-04-18,Male,Asian,Shoemaker,New York,5
Liverpool,Adriatic,Third,"Muzammil, El-hafeez",6,1912-04-19,Male,Hispanic,Miner,New York,3
Liverpool,Carpathia,Second,"Shanta, Collins",5,1912-04-20,Female,Asian,Tailor,New York,4
Southampton,Olympic,Second,"Labeeba, Al-malik",29,1912-04-15,Male,Hispanic,Carpenter,New York,2
Liverpool,Mauretania,First,"Calvin, Pablo",85,1912-04-18,Male,Asian,Blacksmith,New York,3
Liverpool,Adriatic,First,"Bryce, Cox",6,1912-04-16,Male,Asian,Weaver,New York,5
Liverpool,Celtic,Second,"Tiauna, Mcgowan",6,1912-04-15,Female,Other,Miner,Cherbourg,3
Southampton,Britannic,First,"Juwan, Gulaid",32,1912-04-20,Male,Other,Mason,New York,5
Liverpool,Baltic,Second,"Ricardo, Herrera Navarrete",58,1912-04-17,Female,Other,Carpenter,New York,1
Southampton,Titanic,First,"Benjamin, Madril",1,1912-04-17,Female,White,Blacksmith,New York,3
Liverpool,Adriatic,Second,"Faraah, El-hadi",87,1912-04-18,Male,Other,Weaver,New York,1
Southampton,Olympic,Second,"Faniola, Duncan",10,1912-04-20,Female,White,Merchant,New York,1
Liverpool,Celtic,Second,"Munisa, Al-mansoor",18,1912-04-15,Male,Asian,None,New York,4
Liverpool,Aquitania,Second,"Irquois, Hermanyhorses",1,1912-04-17,Female,Black,Farmer,New York,5
Liverpool,Mauretania,Third,"Haazim, Al-jamal",80,1912-04-19,Male,White,None,New York,1
Liverpool,Aquitania,Third,"Richard, Outhouse",38,1912-04-20,Male,Hispanic,Tailor,New York,1
Liverpool,Lusitania,Third,"Sean, Powell",2,1912-04-16,Female,Asian,None,New York,5
Liverpool,Adriatic,Third,"Kamiyanna, Pruett",55,1912-04-18,Female,Hispanic,Merchant,New York,3
Liverpool,Baltic,Third,"Caleb, Wilfahrt",86,1912-04-17,Male,Black,Shoemaker,New York,1
Liverpool,Aquitania,Second,"Chloe, Garnett",35,1912-04-17,Male,White,Mason,New York,5
Southampton,Britannic,Third,"Bach, Blackburn",11,1912-04-18,Female,Asian,Merchant,New York,1
Liverpool,Adriatic,First,"John, Chin",NA-,1912-04-15,Female,Asian,Miner,Cherbourg,3
Liverpool,Lusitania,Second,"Hamaama, Al-lone",22,1912-04-15,Female,Hispanic,Farmer,New York,3
Southampton,Olympic,First,"Alexandra, Robert",56,1912-04-16,Female,Black,Shoemaker,Cherbourg,4
Liverpool,Aquitania,Second,"Dakota, Schell",5,1912-04-17,Female,White,Baker,New York,3
Liverpool,Mauretania,First,"Caleb, Solorzano",1,1912-04-18,Female,Other,None,New York,2
Liverpool,Aquitania,Third,"Hakeema, Al-shahin",67,1912-04-17,Male,Black,Blacksmith,New York,1
Liverpool,Carpathia,Third,"Rocky, Wall",1,1912-04-18,Female,Asian,Miner,New York,3
Southampton,Titanic,Second,"Marnita, Henkels",5,1912-04-19,Female,Asian,Carpenter,New York,5
Liverpool,Aquitania,Second,"Tonya, Lindsay",17,1912-04-15,Male,Other,Tailor,New York,4
Southampton,Britannic,Third,"Salvador, Medina",69,1912-04-17,Female,Hispanic,Miner,Cherbourg,4
Southampton,Olympic,Second,"Joshua, La",38,1912-04-15,Male,Black,Farmer,New York,1
Liverpool,Carpathia,First,"Hyun Sik, Kim",0,1912-04-18,Male,Hispanic,Miner,New York,1
Southampton,Titanic,Third,"Maysea, Mehta",90,1912-04-19,Male,Asian,Tailor,New York,5
Liverpool,Baltic,First,"Thanaa, El-nazir",55,1912-04-16,Male,Black,Weaver,New York,3
Southampton,Olympic,Second,"Phayd, Trujillo",6,1912-04-15,Female,White,None,Cherbourg,3
Liverpool,Celtic,First,"Vicente, Velasco",60,1912-04-16,Male,Other,Farmer,New York,1
Liverpool,Baltic,Third,"Byron, Dixon",26,1912-04-15,Female,Other,Merchant,New York,2
Liverpool,Mauretania,First,"Sierra, Cloud",5,1912-04-16,Male,Hispanic,Baker,New York,1
Liverpool,Mauretania,First,"Jota, Morgan",19,1912-04-17,Male,White,Miner,New York,4
Liverpool,Mauretania,First,"Lakshmi Priya, Ho",7,1912-04-16,Male,White,Tailor,New York,3
Southampton,Titanic,Third,"Devin, Prueitt",4,1912-04-18,Female,Asian,Carpenter,New York,5
Southampton,Titanic,Third,"Mary, Kirbow",47,1912-04-15,Male,Other,Tailor,New York,2
Southampton,Titanic,Second,"Dustin, Whitbeck",96,1912-04-15,Female,Black,Weaver,New York,3
Southampton,Olympic,First,"Daniel, Larsen",10,1912-04-15,Male,Asian,Tailor,New York,1
Liverpool,Baltic,First,"Benjamin, Scott",89,1912-04-20,Female,Black,Mason,New York,4
Liverpool,Carpathia,First,"Katie, Kinney",NA-,1912-04-20,Female,White,Weaver,New York,4
Liverpool,Aquitania,Second,"Sebastian, Prieto",7,1912-04-15,Female,White,Blacksmith,Cherbourg,3
Liverpool,Adriatic,First,"Amanda, Herzog",7,1912-04-18,Male,Asian,Weaver,New York,2
Liverpool,Mauretania,Second,"Cyron, Dou",45,1912-04-18,Female,Hispanic,Baker,New York,3
Liverpool,Baltic,Third,"Patrick, Ablan",3,1912-04-16,Male,Other,Tailor,New York,1
Southampton,Titanic,Third,"Dylan, Brunswig",10,1912-04-17,Male,Black,Carpenter,New York,5
Southampton,Olympic,Third,"Alexis, Stokes",22,1912-04-19,Male,Black,Carpenter,New York,3
Southampton,Britannic,Second,"Hamdaan, Al-greiss",87,1912-04-20,Male,Hispanic,Merchant,Cherbourg,5
Liverpool,Carpathia,Third,"Hung, Lim",34,1912-04-18,Male,Asian,Blacksmith,New York,5
Southampton,Titanic,First,"Ashely, Hall",42,1912-04-18,Female,Black,Miner,New York,2
Liverpool,Mauretania,Third,"Alexander, Vijayasarathy",47,1912-04-19,Male,Black,Baker,New York,5
Liverpool,Celtic,Second,"Khawme, Omar",8,1912-04-16,Male,Black,None,New York,3
Liverpool,Lusitania,Third,"Domenic, Loy",33,1912-04-15,Female,Black,Blacksmith,New York,1
Liverpool,Carpathia,Second,"Ivan, Soto Reyes",0,1912-04-16,Male,Asian,None,New York,1
Liverpool,Adriatic,Second,"Bilaal, El-othman",3,1912-04-17,Male,Black,Farmer,New York,2
Liverpool,Aquitania,First,"Mayela, Vargas",4,1912-04-19,Female,White,Shoemaker,New York,2
Liverpool,Lusitania,First,"Salmaan, El-ramadan",15,1912-04-15,Female,White,Shoemaker,New York,4
Liverpool,Lusitania,Second,"Eduardo, Trujillo",99,1912-04-17,Female,Asian,Merchant,New York,3
Southampton,Titanic,First,"Ines, Sandoval",8,1912-04-15,Male,White,Merchant,New York,5
Liverpool,Lusitania,Third,"Madeline, Oster",4,1912-04-18,Male,Asian,Shoemaker,Cherbourg,5
Liverpool,Adriatic,Second,"Kawkab, Al-amiri",96,1912-04-15,Male,Asian,Miner,New York,3
Liverpool,Aquitania,First,"Ilona, Campbell",1,1912-04-19,Male,Hispanic,None,New York,1
Southampton,Olympic,Third,"Marilu, Cotonuts",7,1912-04-19,Male,Hispanic,Blacksmith,New York,4
Liverpool,Adriatic,First,"Cody, Renner",84,1912-04-15,Male,White,Merchant,New York,4
Liverpool,Baltic,First,"Deirdre, Briseno",17,1912-04-16,Male,Asian,Tailor,New York,4
Liverpool,Aquitania,Third,"Benjamin, Geisert",2,1912-04-16,Female,Hispanic,None,Cherbourg,4
Liverpool,Carpathia,Second,"Geana, Aguirre",60,1912-04-19,Male,White,None,New York,3
Southampton,Titanic,Second,"Stephanie, Rodriguez Sosa",2,1912-04-20,Female,White,Carpenter,New York,4
Liverpool,Lusitania,Third,"Zahraaa, Al-amen",24,1912-04-16,Male,Hispanic,None,New York,5
Southampton,Titanic,Second,"Grace, Williamson-lee",7,1912-04-15,Male,Asian,Baker,New York,5
Liverpool,Mauretania,Second,"Hanoona, El-hafeez",40,1912-04-17,Female,Asian,Miner,New York,2
Liverpool,Celtic,First,"Samantha, Her",6,1912-04-16,Male,Hispanic,Blacksmith,New York,4
Liverpool,Carpathia,Second,"Monique, Ferszt",7,1912-04-15,Male,Black,Shoemaker,New York,1
Southampton,Olympic,Third,"Zachary, Harrington",3,1912-04-15,Male,Black,Mason,New York,3
Southampton,Olympic,Second,"Joseph, Merlan",65,1912-04-16,Female,Hispanic,Shoemaker,New York,5
Liverpool,Aquitania,Third,"Zachary, Lucero",13,1912-04-15,Female,Other,Blacksmith,New York,5
Liverpool,Baltic,First,"Michaela, Mares",88,1912-04-18,Female,White,Miner,New York,2
Southampton,Olympic,Second,"Eli, Finkenbinder",3,1912-04-18,Female,Hispanic,Blacksmith,New York,1
Liverpool,Lusitania,Second,"Marco, Rios Armendariz",46,1912-04-16,Female,Asian,Farmer,Cherbourg,1
Southampton,Olympic,First,"Frederick, Johnson",49,1912-04-19,Male,Hispanic,Mason,New York,4
Liverpool,Aquitania,Second,"Lars, Lee",68,1912-04-20,Female,Asian,Merchant,New York,3
Liverpool,Carpathia,First,"Ramona, Kekahbah",NA-,1912-04-19,Female,Black,Baker,New York,3
Liverpool,Baltic,Second,"Mariah, Mcneal",21,1912-04-17,Male,White,Shoemaker,New York,2
Liverpool,Carpathia,Third,"Alberto, Pizarro",26,1912-04-16,Male,Hispanic,Baker,New York,5
Liverpool,Carpathia,Second,"Daniel, Summers",39,1912-04-16,Male,Hispanic,Tailor,New York,3
Southampton,Titanic,Third,"Craig, Meza",45,1912-04-20,Male,Black,Shoemaker,New York,4
Liverpool,Baltic,Second,"Kaitlin, Bau",16,1912-04-15,Male,Other,None,New York,4
Southampton,Britannic,Second,"Carlee, Stapleton",1,1912-04-18,Female,Hispanic,Mason,New York,5
Southampton,Titanic,Second,"Tiffany, Sanders",33,1912-04-16,Male,Other,Merchant,New York,3
Southampton,Titanic,Third,"Qisma, Al-wahba",50,1912-04-19,Female,Asian,Shoemaker,New York,5
Liverpool,Baltic,Second,"Ciara, Garcia",2,1912-04-19,Female,White,Blacksmith,New York,2
Liverpool,Celtic,Third,"Jyni, Joseph",14,1912-04-17,Male,Black,Merchant,New York,5
Liverpool,Lusitania,First,"Ben, Rastle",43,1912-04-18,Female,Other,Merchant,New York,1
Southampton,Titanic,First,"Tiana, Montoya",50,1912-04-20,Female,Hispanic,Miner,New York,5
Southampton,Olympic,Second,"Zaahir, Al-begum",93,1912-04-20,Male,Black,None,New York,4
Liverpool,Carpathia,Third,"Adriana, Duran",4,1912-04-19,Female,White,Tailor,New York,2
Liverpool,Lusitania,Third,"Christopher, Chavez",3,1912-04-15,Female,White,Carpenter,New York,3
Liverpool,Celtic,Third,"Tapedza, Williams",22,1912-04-18,Male,White,Weaver,New York,5
Southampton,Britannic,Second,"Siddeeqa, El-arshad",48,1912-04-17,Female,Asian,Miner,New York,5
Liverpool,Carpathia,Second,"Jameela, El-mattar",8,1912-04-19,Male,Black,Tailor,New York,2
Liverpool,Baltic,Second,"Sanad, El-khawaja",80,1912-04-16,Male,Black,None,New York,3
Liverpool,Carpathia,First,"Da'na, Charles",3,1912-04-20,Male,White,Farmer,New York,3
Liverpool,Carpathia,Second,"Jorden, Fleming",52,1912-04-18,Female,Asian,Miner,New York,3
Liverpool,Celtic,Second,"Johnny, Whitlock",84,1912-04-19,Male,Asian,Blacksmith,New York,2
Southampton,Olympic,First,"Kimberly, Castillo",54,1912-04-16,Female,Other,Miner,New York,2
Liverpool,Baltic,Second,"Daniella, Cordova",63,1912-04-19,Female,Hispanic,Shoemaker,New York,1
Liverpool,Aquitania,First,"Konda, Rundle",5,1912-04-17,Male,Other,Blacksmith,New York,3
Liverpool,Celtic,Second,"Anjanet, Anderson",76,1912-04-15,Male,Other,Carpenter,Cherbourg,5
Liverpool,Carpathia,Third,"Ena, Thompson",58,1912-04-16,Male,Asian,Miner,New York,3
Liverpool,Lusitania,Third,"Leon, Mcgill",33,1912-04-16,Male,White,Miner,New York,4
Southampton,Olympic,Second,"Selina, Vasquez",68,1912-04-16,Male,White,Shoemaker,New York,2
Liverpool,Celtic,Third,"Kirk, Holt",6,1912-04-15,Female,Black,Farmer,New York,5
Liverpool,Lusitania,First,"Lance, Sayyid",43,1912-04-17,Female,Asian,Blacksmith,New York,1
Southampton,Titanic,Second,"Miah, Nguyen",99,1912-04-15,Female,Other,Baker,New York,5
Liverpool,Lusitania,Third,"Derrick, Fleming-joseph",4,1912-04-15,Male,Hispanic,Mason,New York,4
Liverpool,Carpathia,Second,"Tommy, Nekkanti",13,1912-04-17,Male,Black,None,New York,5
Southampton,Titanic,First,"Alexander, Nguyen",0,1912-04-20,Male,Black,Farmer,New York,2
Liverpool,Lusitania,First,"Jonathan, Yates",1,1912-04-15,Female,Hispanic,Farmer,New York,4
Liverpool,Adriatic,Second,"Kelli, Spaulding",93,1912-04-15,Male,Hispanic,Weaver,New York,5
Liverpool,Lusitania,Second,"Sky, Garcia",33,1912-04-20,Male,Other,Carpenter,New York,3
Southampton,Olympic,Second,"Minh, Pabalan",3,1912-04-19,Female,Asian,Farmer,New York,2
Liverpool,Carpathia,Third,"Anselmo, Zavala",81,1912-04-19,Female,Hispanic,Baker,Cherbourg,3
Liverpool,Aquitania,Second,"Caela, Wallin",22,1912-04-18,Male,Hispanic,Shoemaker,New York,3
Liverpool,Carpathia,First,"Matthew, Tahlo",13,1912-04-20,Female,Other,Shoemaker,New York,2
Southampton,Titanic,Second,"Taneil, Deveaux",63,1912-04-17,Male,Black,Baker,New York,3
Southampton,Britannic,First,"Alyce, Kelly",1,1912-04-19,Female,Black,Mason,New York,1
Southampton,Britannic,First,"Deshaun, Gardner",51,1912-04-15,Female,Black,Shoemaker,New York,2
Liverpool,Aquitania,Third,"Dayton, Ubungen Miller",8,1912-04-20,Female,Black,Miner,New York,3
Liverpool,Carpathia,First,"Zachary, Monash",8,1912-04-17,Male,Hispanic,Weaver,New York,2
Liverpool,Baltic,First,"Hatteras, Marshall",54,1912-04-15,Female,Black,Blacksmith,Cherbourg,1
Liverpool,Aquitania,First,"Kendra, Shevela",23,1912-04-20,Male,White,Farmer,New York,3
Southampton,Titanic,Second,"Derek, Locust",21,1912-04-20,Male,Asian,Blacksmith,New York,4
Southampton,Olympic,Third,"Dallas, Bentley",6,1912-04-20,Male,Asian,Blacksmith,New York,4
Liverpool,Aquitania,First,"David, Barton",21,1912-04-15,Male,Other,Carpenter,New York,1
Southampton,Olympic,Second,"Tori, Elder",6,1912-04-18,Male,Asian,Farmer,New York,5
Liverpool,Baltic,Second,"Raja, Ray",3,1912-04-16,Female,Asian,Merchant,New York,1
Liverpool,Adriatic,Second,"Melissa, Schweigert",33,1912-04-19,Male,Black,None,New York,2
Southampton,Olympic,Second,"Renee, Danner",16,1912-04-20,Female,Other,Tailor,New York,5
Liverpool,Lusitania,First,"Amina, Dozier",96,1912-04-15,Male,Other,Merchant,New York,2
Liverpool,Baltic,First,"Luanne, Kirksey",41,1912-04-15,Male,Hispanic,Blacksmith,New York,5
Liverpool,Celtic,First,"Raaniya, El-nasrallah",17,1912-04-19,Female,Other,Mason,New York,2
Liverpool,Celtic,Third,"Kayla, Castellano",57,1912-04-20,Female,White,Mason,New York,3
Southampton,Titanic,Third,"Taraleah, Marquez",25,1912-04-20,Male,Hispanic,Shoemaker,New York,3
Southampton,Titanic,Third,"Lennay, Horton",NA-,1912-04-18,Male,White,Tailor,New York,3
Liverpool,Carpathia,First,"Makayla, Bradford",98,1912-04-19,Male,Asian,Miner,New York,2
Southampton,Titanic,Second,"Spring, Montoya",72,1912-04-17,Male,Hispanic,Merchant,New York,3
Liverpool,Adriatic,First,"Elijah, Walker",38,1912-04-18,Female,Asian,Merchant,New York,3
Southampton,Britannic,First,"Andrea, Martinez",1,1912-04-17,Female,Asian,Miner,New York,1
Liverpool,Lusitania,Second,"Summer, Walck",46,1912-04-17,Male,Other,Mason,New York,1
Southampton,Britannic,First,"Mudrik, Al-ebrahim",63,1912-04-20,Male,Hispanic,Shoemaker,New York,1
Liverpool,Mauretania,Third,"Lavonna, Clark",1,1912-04-19,Female,White,Baker,New York,4
Southampton,Olympic,Second,"James, Metzger",36,1912-04-19,Female,Other,Weaver,New York,3
Southampton,Britannic,Third,"Nicole, Valdez",59,1912-04-20,Female,Other,Carpenter,New York,1
Southampton,Titanic,Third,"Geoffrey, Maldonado",7,1912-04-19,Male,White,None,New York,2
Liverpool,Aquitania,Third,"Tanner, Hyatt",54,1912-04-18,Female,Other,Weaver,Cherbourg,4
Liverpool,Lusitania,First,"James, Klocker",52,1912-04-17,Male,White,None,New York,4
Liverpool,Baltic,Third,"Heather, Bair",30,1912-04-20,Male,Black,Blacksmith,New York,2
Southampton,Olympic,First,"Shukri, El-amiri",80,1912-04-17,Female,Asian,None,New York,4
Liverpool,Baltic,First,"Wyona, Martinez",90,1912-04-16,Male,Other,None,New York,2
Southampton,Olympic,First,"Andre, Williams Martin",28,1912-04-15,Female,Black,Blacksmith,New York,5
Liverpool,Baltic,Third,"Sean, Stowell",51,1912-04-17,Male,Other,Baker,New York,1
Liverpool,Adriatic,Third,"Dante, Labishak",34,1912-04-19,Male,Black,Carpenter,New York,4
Southampton,Britannic,First,"Sheikhnoor, Harris",77,1912-04-18,Female,Other,Farmer,New York,3
Liverpool,Adriatic,First,"Taylor, O'callaghan",6,1912-04-19,Male,Other,None,New York,2
Liverpool,Baltic,First,"Jackeline, Griego",49,1912-04-17,Male,Hispanic,Carpenter,New York,1
Southampton,Britannic,Second,"Aquasia, Fortenberry",42,1912-04-15,Male,White,Baker,New York,1
Southampton,Olympic,First,"Yusri, El-ishmael",99,1912-04-20,Male,Other,Merchant,New York,2
